True_Label,Predicted_Label,Probability_<=50K,Probability_>50K,Correct
<=50K,<=50K,0.9999447123908938,5.5287609106214564e-05,1
>50K,>50K,0.04123875915286125,0.9587612408471388,1
>50K,>50K,0.045526258105647616,0.9544737418943523,1
<=50K,<=50K,0.9994598264094924,0.0005401735905076249,1
>50K,<=50K,0.9269863237071548,0.0730136762928452,0
>50K,>50K,0.23221152630266192,0.767788473697338,1
>50K,>50K,0.20605366010987713,0.7939463398901229,1
<=50K,<=50K,0.9999702460891031,2.9753910896908958e-05,1
<=50K,>50K,0.31368510758385904,0.686314892416141,0
<=50K,<=50K,0.9962576807585479,0.003742319241452065,1
<=50K,<=50K,0.999431413218454,0.0005685867815461489,1
<=50K,<=50K,0.999060396476674,0.000939603523326043,1
<=50K,<=50K,0.9997993548898879,0.00020064511011218033,1
<=50K,>50K,0.17450564911804675,0.8254943508819533,0
<=50K,<=50K,0.6398226221818004,0.36017737781819953,1
<=50K,<=50K,0.9950097340471251,0.004990265952874822,1
<=50K,<=50K,0.7265346111169947,0.27346538888300526,1
<=50K,>50K,0.2665189377725022,0.7334810622274979,0
>50K,>50K,0.2147115961505295,0.7852884038494705,1
>50K,>50K,0.048250862267200344,0.9517491377327998,1
<=50K,<=50K,0.5866362178771862,0.41336378212281377,1
<=50K,<=50K,0.6808725410684728,0.3191274589315273,1
<=50K,>50K,0.4797068246552454,0.5202931753447546,0
<=50K,<=50K,0.9983499427276477,0.0016500572723525057,1
<=50K,>50K,0.2113730435948537,0.7886269564051462,0
<=50K,<=50K,0.9999696388735089,3.0361126491124744e-05,1
<=50K,<=50K,0.9981618219400371,0.001838178059962899,1
<=50K,<=50K,0.6628748997685443,0.33712510023145564,1
<=50K,<=50K,0.9629420373699159,0.037057962630083936,1
>50K,>50K,0.022140796524573108,0.977859203475427,1
<=50K,<=50K,0.9060172890211433,0.09398271097885674,1
<=50K,<=50K,0.9998901622230607,0.00010983777693914896,1
<=50K,<=50K,0.9998680579980674,0.00013194200193262763,1
<=50K,<=50K,0.9928823287607832,0.007117671239216815,1
<=50K,<=50K,0.9913919530524976,0.008608046947502338,1
>50K,>50K,0.012833118944815192,0.9871668810551847,1
<=50K,<=50K,0.9729765349245263,0.027023465075473752,1
<=50K,<=50K,0.9999888612045315,1.1138795468547891e-05,1
>50K,<=50K,0.6460152174593269,0.35398478254067306,0
>50K,<=50K,0.56479241562657,0.43520758437343005,0
<=50K,<=50K,0.5123109698108872,0.4876890301891128,1
<=50K,<=50K,0.950234589069193,0.049765410930807,1
>50K,>50K,0.3068813060141521,0.6931186939858479,1
<=50K,<=50K,0.9988239116716402,0.0011760883283597479,1
<=50K,<=50K,0.9976664606328637,0.002333539367136352,1
<=50K,<=50K,0.9822414752827829,0.01775852471721703,1
<=50K,<=50K,0.9997619593614047,0.0002380406385953615,1
>50K,<=50K,0.552814172013932,0.44718582798606804,0
>50K,<=50K,0.9689850046718316,0.031014995328168416,0
<=50K,<=50K,0.9981529922639203,0.0018470077360797814,1
<=50K,>50K,0.1401609812706554,0.8598390187293447,0
<=50K,<=50K,0.8092556493903237,0.19074435060967618,1
<=50K,<=50K,0.9997423038205746,0.0002576961794253977,1
<=50K,<=50K,0.7670228635759279,0.23297713642407222,1
<=50K,<=50K,0.9944196564771608,0.005580343522839171,1
<=50K,<=50K,0.9999863471478545,1.3652852145395221e-05,1
<=50K,<=50K,0.9858752414796026,0.0141247585203973,1
<=50K,<=50K,0.9986414788158399,0.0013585211841601772,1
>50K,>50K,0.4793061866994252,0.5206938133005748,1
<=50K,>50K,0.05595285594189087,0.9440471440581092,0
<=50K,>50K,0.38917212848725086,0.6108278715127491,0
<=50K,<=50K,0.9986870072218585,0.0013129927781414955,1
<=50K,<=50K,0.9986631225428503,0.0013368774571497887,1
>50K,<=50K,0.569734086303891,0.4302659136961091,0
>50K,>50K,0.12766180499992238,0.8723381950000775,1
>50K,>50K,0.03568699080007147,0.9643130091999286,1
<=50K,<=50K,0.9996587911089604,0.00034120889103956745,1
<=50K,<=50K,0.9861459393156046,0.013854060684395403,1
<=50K,<=50K,0.9972200794383956,0.0027799205616044283,1
<=50K,>50K,0.07551116430446077,0.9244888356955393,0
<=50K,<=50K,0.7905951125425605,0.20940488745743943,1
<=50K,<=50K,0.9988418691985972,0.0011581308014029083,1
>50K,>50K,0.07589592461696391,0.9241040753830361,1
<=50K,>50K,0.3922225737338345,0.6077774262661655,0
<=50K,<=50K,0.5020417689479836,0.4979582310520164,1
<=50K,>50K,0.31058584260830435,0.6894141573916956,0
>50K,>50K,0.031429772855766445,0.9685702271442335,1
>50K,>50K,0.47802666919950065,0.5219733308004993,1
<=50K,<=50K,0.9718018985404882,0.0281981014595119,1
<=50K,<=50K,0.998375049120465,0.0016249508795349843,1
<=50K,<=50K,0.5275448708857211,0.4724551291142789,1
<=50K,>50K,0.04785705996158515,0.9521429400384148,0
<=50K,>50K,0.15993207788623082,0.8400679221137692,0
<=50K,<=50K,0.6478235478318499,0.3521764521681502,1
<=50K,<=50K,0.9958500829074015,0.004149917092598497,1
<=50K,<=50K,0.9990882707471306,0.0009117292528695018,1
<=50K,<=50K,0.9999839065528557,1.609344714442439e-05,1
<=50K,<=50K,0.6719792594238114,0.3280207405761886,1
<=50K,<=50K,0.9998742147734073,0.00012578522659272045,1
<=50K,<=50K,0.8845526505300347,0.11544734946996534,1
<=50K,<=50K,0.999788191627538,0.0002118083724620745,1
<=50K,<=50K,0.9919660479047743,0.008033952095225616,1
<=50K,<=50K,0.9998548666351975,0.00014513336480259954,1
<=50K,<=50K,0.999603079136568,0.00039692086343211995,1
<=50K,<=50K,0.9988391624228358,0.0011608375771641867,1
<=50K,<=50K,0.9999492562816593,5.074371834074714e-05,1
<=50K,<=50K,0.702022320424753,0.297977679575247,1
<=50K,>50K,0.40959965434672085,0.5904003456532791,0
<=50K,<=50K,0.8968363891878842,0.10316361081211585,1
<=50K,>50K,0.3224785796712841,0.6775214203287159,0
<=50K,<=50K,0.9984708208076948,0.0015291791923051782,1
<=50K,<=50K,0.8391213530801407,0.16087864691985934,1
<=50K,<=50K,0.9688245772574479,0.031175422742552108,1
>50K,>50K,0.0314173170038483,0.9685826829961517,1
<=50K,>50K,0.2926405656497297,0.7073594343502703,0
<=50K,<=50K,0.8882137348905685,0.1117862651094315,1
>50K,<=50K,0.6403764653408707,0.35962353465912944,0
<=50K,<=50K,0.8255066093449336,0.1744933906550664,1
>50K,>50K,0.03217771975176829,0.9678222802482318,1
<=50K,<=50K,0.9727686421138786,0.02723135788612144,1
<=50K,<=50K,0.9983291939472628,0.0016708060527371867,1
>50K,<=50K,0.7527207903202977,0.24727920967970232,0
<=50K,<=50K,0.9790927438912488,0.020907256108751174,1
>50K,<=50K,0.5423789172577903,0.45762108274220975,0
>50K,>50K,0.46989053505961,0.53010946494039,1
<=50K,<=50K,0.8747991101563879,0.12520088984361202,1
>50K,>50K,0.009219254064608648,0.9907807459353912,1
<=50K,<=50K,0.9976850132929633,0.0023149867070366976,1
<=50K,<=50K,0.9928214089051925,0.007178591094807484,1
<=50K,<=50K,0.9886161013285926,0.01138389867140743,1
<=50K,<=50K,0.999556607887291,0.00044339211270896133,1
<=50K,<=50K,0.9984840121761117,0.0015159878238883303,1
<=50K,<=50K,0.9999534056361741,4.6594363825898473e-05,1
<=50K,<=50K,0.9974971127714862,0.0025028872285137367,1
<=50K,<=50K,0.9994041593265314,0.000595840673468618,1
<=50K,<=50K,0.9998387272640461,0.00016127273595388725,1
<=50K,>50K,0.0786903549420647,0.9213096450579353,0
<=50K,<=50K,0.9999249327358257,7.506726417427748e-05,1
>50K,<=50K,0.6431875393861091,0.356812460613891,0
<=50K,<=50K,0.9997297984404195,0.0002702015595804831,1
<=50K,<=50K,0.9983536562855284,0.0016463437144714837,1
<=50K,<=50K,0.9998881229375096,0.00011187706249041429,1
<=50K,<=50K,0.9401599888687583,0.05984001113124174,1
<=50K,<=50K,0.9978486499515665,0.0021513500484334914,1
<=50K,<=50K,0.9401101269690257,0.05988987303097433,1
<=50K,<=50K,0.8554277046259189,0.14457229537408114,1
<=50K,<=50K,0.9899011292414224,0.010098870758577655,1
<=50K,<=50K,0.9297396806781154,0.07026031932188462,1
>50K,>50K,0.100523731990375,0.899476268009625,1
>50K,>50K,0.028954154931466428,0.9710458450685336,1
>50K,>50K,0.008131853507175945,0.9918681464928241,1
<=50K,<=50K,0.9989737945341635,0.0010262054658365374,1
<=50K,<=50K,0.9466068177392281,0.05339318226077182,1
<=50K,<=50K,0.9998813905442648,0.00011860945573515777,1
<=50K,<=50K,0.9997183952934716,0.0002816047065282751,1
<=50K,<=50K,0.9956706275811855,0.00432937241881455,1
<=50K,<=50K,0.9912925405032732,0.008707459496726773,1
<=50K,<=50K,0.9789558297500566,0.021044170249943397,1
<=50K,<=50K,0.99840372278622,0.001596277213780048,1
<=50K,<=50K,0.9977472706326046,0.002252729367395357,1
<=50K,<=50K,0.9938172314969633,0.006182768503036634,1
>50K,>50K,0.08663619128286608,0.9133638087171339,1
>50K,>50K,0.04194257878720942,0.9580574212127907,1
<=50K,<=50K,0.6702000571681898,0.3297999428318102,1
<=50K,<=50K,0.978761975910641,0.021238024089359063,1
<=50K,<=50K,0.9999154700594194,8.45299405805189e-05,1
<=50K,<=50K,0.574580533923366,0.42541946607663383,1
<=50K,<=50K,0.9999514784234683,4.852157653171111e-05,1
<=50K,>50K,0.4239591908074597,0.5760408091925404,0
<=50K,<=50K,0.9048448441455434,0.09515515585445657,1
>50K,>50K,0.037821362754314115,0.9621786372456859,1
>50K,<=50K,0.994628513891152,0.005371486108848025,0
>50K,>50K,0.33588219226299143,0.6641178077370085,1
<=50K,<=50K,0.5001168648906535,0.4998831351093465,1
>50K,>50K,0.029954523394056437,0.9700454766059435,1
<=50K,>50K,0.22394144429903187,0.7760585557009682,0
>50K,>50K,0.3723206305169884,0.6276793694830115,1
<=50K,>50K,0.32792961101202217,0.6720703889879779,0
<=50K,<=50K,0.996747057492801,0.0032529425071990263,1
<=50K,<=50K,0.996045951343603,0.003954048656397159,1
<=50K,<=50K,0.9997359264878974,0.00026407351210256844,1
<=50K,>50K,0.20218322634279762,0.7978167736572024,0
<=50K,<=50K,0.9951187177993421,0.0048812822006577454,1
<=50K,<=50K,0.997896335873561,0.0021036641264390496,1
<=50K,>50K,0.3891473021807272,0.6108526978192728,0
>50K,>50K,0.11367526517026919,0.8863247348297307,1
<=50K,<=50K,0.999975885572025,2.4114427975018173e-05,1
<=50K,<=50K,0.9918562802681745,0.008143719731825457,1
<=50K,<=50K,0.6177048981629061,0.382295101837094,1
<=50K,<=50K,0.9999927218727326,7.278127267415402e-06,1
>50K,<=50K,0.9865867894654498,0.013413210534550262,0
<=50K,<=50K,0.9994239229725578,0.0005760770274423831,1
<=50K,<=50K,0.9872845799537612,0.012715420046238737,1
<=50K,<=50K,0.9989736604305471,0.0010263395694528608,1
<=50K,<=50K,0.9971178383181521,0.0028821616818479607,1
<=50K,>50K,0.41266777211783756,0.5873322278821624,0
<=50K,<=50K,0.9990543978208882,0.0009456021791118134,1
<=50K,>50K,0.4333797196211312,0.5666202803788688,0
<=50K,>50K,0.213033482522427,0.7869665174775731,0
>50K,>50K,0.26958142578129984,0.7304185742187003,1
>50K,<=50K,0.9584746417533471,0.0415253582466529,0
>50K,>50K,0.31147214181926475,0.6885278581807351,1
>50K,<=50K,0.6942783066131467,0.30572169338685323,0
<=50K,<=50K,0.9953143445010482,0.00468565549895171,1
<=50K,>50K,0.40918184347616615,0.5908181565238337,0
>50K,>50K,0.010345473891731734,0.9896545261082682,1
<=50K,<=50K,0.841063292968759,0.15893670703124088,1
>50K,>50K,0.3014126329507841,0.6985873670492159,1
<=50K,<=50K,0.9981318590131394,0.0018681409868606883,1
<=50K,<=50K,0.9929361078882368,0.007063892111763233,1
<=50K,<=50K,0.9974724852948608,0.0025275147051392662,1
<=50K,<=50K,0.9964919247679159,0.0035080752320840445,1
<=50K,<=50K,0.9987596463666608,0.0012403536333391867,1
>50K,>50K,0.009924757681945997,0.9900752423180539,1
<=50K,>50K,0.0513947048705919,0.948605295129408,0
<=50K,<=50K,0.9925868937880259,0.007413106211974062,1
>50K,>50K,0.14609763190192182,0.8539023680980782,1
>50K,>50K,0.25211615941745336,0.7478838405825466,1
<=50K,>50K,0.20127327578230952,0.7987267242176904,0
<=50K,>50K,0.1843804778881308,0.8156195221118692,0
<=50K,<=50K,0.9996497574678207,0.0003502425321792624,1
<=50K,<=50K,0.9880917683215598,0.011908231678440366,1
<=50K,<=50K,0.965080344489161,0.03491965551083904,1
<=50K,>50K,0.22405984317798555,0.7759401568220146,0
<=50K,<=50K,0.9951292861344405,0.0048707138655595455,1
<=50K,<=50K,0.9979384021981197,0.002061597801880186,1
<=50K,<=50K,0.9999980516148489,1.9483851510359213e-06,1
>50K,>50K,0.009088416047300804,0.9909115839526993,1
<=50K,<=50K,0.8894334108634511,0.11056658913654899,1
>50K,>50K,0.026122715036937316,0.9738772849630626,1
>50K,>50K,0.459349928510661,0.5406500714893391,1
<=50K,<=50K,0.6231994881467666,0.3768005118532334,1
>50K,>50K,0.3044632245461842,0.6955367754538159,1
<=50K,<=50K,0.6237922466734727,0.37620775332652723,1
<=50K,<=50K,0.9670757081178276,0.03292429188217243,1
<=50K,<=50K,0.8958131018945081,0.10418689810549178,1
<=50K,<=50K,0.9972170845363822,0.0027829154636176408,1
<=50K,<=50K,0.9892934470952536,0.010706552904746387,1
<=50K,>50K,0.009241358606862942,0.9907586413931371,0
<=50K,>50K,0.2502428212133898,0.7497571787866102,0
<=50K,<=50K,0.9999303560722338,6.964392776617536e-05,1
>50K,<=50K,0.9997426665717158,0.0002573334282841084,0
<=50K,>50K,0.1655542475677764,0.8344457524322236,0
>50K,>50K,0.10133817041672409,0.8986618295832759,1
<=50K,<=50K,0.9979740105294731,0.002025989470527033,1
<=50K,<=50K,0.9953170374334971,0.004682962566502941,1
<=50K,<=50K,0.9797928043450974,0.020207195654902515,1
>50K,>50K,0.036887938844952665,0.9631120611550473,1
<=50K,<=50K,0.9985047024778231,0.001495297522176972,1
<=50K,<=50K,0.9666796034670052,0.03332039653299481,1
<=50K,<=50K,0.9966144905277826,0.0033855094722173846,1
<=50K,>50K,0.18816185608518063,0.8118381439148193,0
<=50K,<=50K,0.9873506040135228,0.012649395986477093,1
<=50K,<=50K,0.9220772435580691,0.07792275644193097,1
>50K,>50K,0.14845088861383735,0.8515491113861626,1
<=50K,<=50K,0.9105431087024647,0.08945689129753537,1
<=50K,>50K,0.24564682167169266,0.7543531783283074,0
<=50K,<=50K,0.5709163512763453,0.4290836487236546,1
>50K,>50K,0.2700045047114521,0.7299954952885479,1
>50K,>50K,0.07115508907606409,0.928844910923936,1
<=50K,<=50K,0.9995954672672526,0.000404532732747387,1
<=50K,<=50K,0.9952060144955679,0.0047939855044320445,1
<=50K,<=50K,0.9999764606040163,2.3539395983624623e-05,1
<=50K,<=50K,0.777320745840033,0.22267925415996712,1
<=50K,>50K,0.26675751734980496,0.7332424826501951,0
>50K,>50K,0.05167258432428947,0.9483274156757105,1
<=50K,<=50K,0.9998979001091207,0.00010209989087924224,1
<=50K,<=50K,0.999987730505998,1.2269494002010331e-05,1
<=50K,<=50K,0.9913970208722902,0.008602979127709891,1
<=50K,<=50K,0.9988724000139381,0.0011275999860620508,1
<=50K,>50K,0.4276054100083454,0.5723945899916545,0
<=50K,<=50K,0.9999894173324949,1.0582667505127503e-05,1
>50K,<=50K,0.9935523756855961,0.006447624314403931,0
<=50K,<=50K,0.998890947226481,0.0011090527735190872,1
<=50K,<=50K,0.9986942475078471,0.0013057524921529513,1
<=50K,<=50K,0.9999883826322896,1.1617367710300884e-05,1
<=50K,<=50K,0.9999726430655321,2.735693446790752e-05,1
<=50K,<=50K,0.9991889795964205,0.0008110204035794118,1
<=50K,<=50K,0.998357815652277,0.0016421843477230802,1
<=50K,<=50K,0.9980198332724551,0.0019801667275449087,1
<=50K,<=50K,0.9999619611641104,3.803883588947942e-05,1
<=50K,<=50K,0.9725175080417258,0.027482491958274208,1
>50K,<=50K,0.9764251852531322,0.02357481474686797,0
<=50K,<=50K,0.9448178619917479,0.055182138008252044,1
<=50K,<=50K,0.9977313704642023,0.002268629535797699,1
<=50K,>50K,0.1753467403109247,0.8246532596890753,0
<=50K,<=50K,0.9882524782288701,0.011747521771129957,1
<=50K,<=50K,0.6677847310362829,0.33221526896371706,1
>50K,>50K,0.031958999289798756,0.9680410007102012,1
<=50K,<=50K,0.9434435797791031,0.05655642022089684,1
<=50K,>50K,0.036856611445039954,0.96314338855496,0
<=50K,<=50K,0.9898082596207803,0.01019174037921954,1
<=50K,<=50K,0.9922752166269129,0.007724783373087236,1
<=50K,<=50K,0.9985463878543173,0.0014536121456828117,1
>50K,>50K,0.16234930195638242,0.8376506980436177,1
<=50K,<=50K,0.9999509934653539,4.9006534646009314e-05,1
<=50K,>50K,0.37782537166705493,0.622174628332945,0
<=50K,>50K,0.029359553136450764,0.9706404468635492,0
<=50K,<=50K,0.9977174949175396,0.002282505082460376,1
<=50K,<=50K,0.9993242135858745,0.0006757864141253669,1
<=50K,<=50K,0.9240751036490606,0.07592489635093934,1
<=50K,<=50K,0.9999667496960062,3.3250303993818963e-05,1
>50K,>50K,0.10428008384448839,0.8957199161555115,1
<=50K,<=50K,0.537071207880937,0.462928792119063,1
<=50K,<=50K,0.9999497577100936,5.0242289906332526e-05,1
>50K,>50K,0.013385042531718428,0.9866149574682817,1
>50K,<=50K,0.9512825401858893,0.048717459814110575,0
<=50K,<=50K,0.9824113040512851,0.01758869594871485,1
>50K,>50K,0.12545538466605594,0.874544615333944,1
<=50K,<=50K,0.7451644448448114,0.25483555515518874,1
>50K,>50K,0.4307525646428017,0.5692474353571984,1
<=50K,<=50K,0.9886889116882532,0.011311088311746825,1
<=50K,>50K,0.05987831093722135,0.9401216890627786,0
>50K,<=50K,0.677446271726715,0.322553728273285,0
<=50K,<=50K,0.9999337227695402,6.627723045973811e-05,1
<=50K,<=50K,0.7925928973449892,0.20740710265501083,1
>50K,>50K,0.01985106409585533,0.9801489359041445,1
<=50K,>50K,0.25874782790543244,0.7412521720945676,0
>50K,<=50K,0.8248377275996845,0.1751622724003155,0
<=50K,<=50K,0.9980072835024352,0.0019927164975647683,1
<=50K,<=50K,0.9999268269194446,7.317308055537972e-05,1
<=50K,<=50K,0.9989571265776749,0.001042873422324999,1
<=50K,<=50K,0.7280682868710037,0.27193171312899633,1
<=50K,<=50K,0.9943912769452072,0.005608723054792781,1
<=50K,<=50K,0.9999722472596263,2.775274037372239e-05,1
>50K,>50K,0.09176405597743843,0.9082359440225616,1
<=50K,<=50K,0.9851792181732593,0.014820781826740627,1
>50K,<=50K,0.5521962777859502,0.44780372221404996,0
<=50K,<=50K,0.995234715981231,0.004765284018769081,1
<=50K,<=50K,0.9966555417059081,0.0033444582940918123,1
>50K,<=50K,0.7095658280513261,0.2904341719486739,0
<=50K,<=50K,0.998785700863536,0.001214299136464056,1
<=50K,<=50K,0.5529996138420961,0.44700038615790394,1
<=50K,<=50K,0.9999809622659096,1.903773409026513e-05,1
<=50K,>50K,0.07285932582401401,0.927140674175986,0
>50K,>50K,0.2907425397897242,0.7092574602102759,1
<=50K,<=50K,0.9999599750727632,4.0024927236755505e-05,1
<=50K,>50K,0.006500122928605804,0.9934998770713942,0
>50K,<=50K,0.541638239815014,0.458361760184986,0
<=50K,<=50K,0.9979596008954561,0.0020403991045439287,1
<=50K,<=50K,0.9990143378661483,0.0009856621338515175,1
<=50K,<=50K,0.9983823007211965,0.0016176992788035532,1
<=50K,<=50K,0.99549991538224,0.004500084617759931,1
<=50K,<=50K,0.9999845042183072,1.5495781692737903e-05,1
>50K,>50K,0.2991681904420893,0.7008318095579107,1
<=50K,<=50K,0.9983529922552796,0.001647007744720278,1
>50K,<=50K,0.7467040150380819,0.25329598496191813,0
<=50K,<=50K,0.5500462973298323,0.44995370267016765,1
>50K,>50K,0.030087806340678445,0.9699121936593216,1
>50K,>50K,0.027467370462266095,0.9725326295377339,1
<=50K,>50K,0.485263555892372,0.514736444107628,0
<=50K,>50K,0.10806884950954791,0.8919311504904521,0
<=50K,<=50K,0.9999337774942503,6.622250574977931e-05,1
<=50K,<=50K,0.9999144065877756,8.559341222437617e-05,1
<=50K,>50K,0.436737736350057,0.563262263649943,0
<=50K,<=50K,0.9983349667018516,0.0016650332981483795,1
<=50K,<=50K,0.9913337508032961,0.008666249196703849,1
>50K,>50K,0.03771407378495258,0.9622859262150474,1
>50K,<=50K,0.979911426501471,0.02008857349852894,0
<=50K,<=50K,0.9971554157410758,0.0028445842589241983,1
<=50K,<=50K,0.9939058086780398,0.006094191321960223,1
<=50K,<=50K,0.9669521542005105,0.03304784579948958,1
<=50K,>50K,0.4869540760021,0.5130459239978999,0
<=50K,>50K,0.11729261942848167,0.8827073805715182,0
<=50K,<=50K,0.9980697098482323,0.0019302901517677198,1
<=50K,>50K,0.03135441499601177,0.9686455850039881,0
<=50K,<=50K,0.9999884372995466,1.1562700453370438e-05,1
<=50K,>50K,0.0801986390689483,0.9198013609310518,0
<=50K,<=50K,0.9967311637049653,0.0032688362950345825,1
<=50K,>50K,0.03810042437470659,0.9618995756252934,0
<=50K,<=50K,0.6373916228306419,0.362608377169358,1
<=50K,<=50K,0.997343690709559,0.002656309290440959,1
>50K,<=50K,0.9223793617768623,0.0776206382231378,0
<=50K,<=50K,0.9997196341891612,0.0002803658108387723,1
>50K,>50K,0.008102546368839284,0.9918974536311608,1
<=50K,<=50K,0.9981470924226301,0.0018529075773698555,1
<=50K,<=50K,0.9999899124619152,1.0087538084959075e-05,1
>50K,>50K,0.16235493023910783,0.8376450697608921,1
<=50K,>50K,0.43677584267609404,0.563224157323906,0
<=50K,<=50K,0.9933619239763819,0.006638076023618201,1
<=50K,<=50K,0.57019297993283,0.42980702006717003,1
<=50K,<=50K,0.9996555434005204,0.000344456599479535,1
<=50K,<=50K,0.9971831261519656,0.002816873848034468,1
<=50K,<=50K,0.9999173127429122,8.268725708793796e-05,1
<=50K,<=50K,0.6168627368430233,0.38313726315697666,1
>50K,>50K,0.009491585628650667,0.9905084143713494,1
<=50K,<=50K,0.9999498007803951,5.0199219604937837e-05,1
>50K,>50K,0.009011542535602029,0.990988457464398,1
<=50K,<=50K,0.9639566863461463,0.03604331365385368,1
>50K,>50K,0.17022242841428104,0.829777571585719,1
<=50K,>50K,0.3585382712971557,0.6414617287028442,0
<=50K,<=50K,0.7205753142652762,0.27942468573472373,1
>50K,>50K,0.36269130970430585,0.6373086902956941,1
<=50K,<=50K,0.9999805408628207,1.945913717934778e-05,1
<=50K,<=50K,0.9947294764796768,0.005270523520323182,1
<=50K,<=50K,0.997857973231937,0.0021420267680629743,1
<=50K,<=50K,0.9645675566956518,0.0354324433043483,1
<=50K,>50K,0.3539360326856549,0.6460639673143451,0
>50K,<=50K,0.7444434625112449,0.25555653748875506,0
<=50K,<=50K,0.8929690010096228,0.10703099899037709,1
<=50K,<=50K,0.977221940578984,0.022778059421016017,1
<=50K,<=50K,0.9999881247983271,1.1875201672793409e-05,1
>50K,>50K,0.42555803604818454,0.5744419639518155,1
>50K,<=50K,0.9869803310114506,0.013019668988549433,0
<=50K,<=50K,0.9999193547383569,8.064526164302334e-05,1
<=50K,<=50K,0.9993093141619834,0.0006906858380165996,1
<=50K,<=50K,0.9985433836169052,0.0014566163830946766,1
<=50K,>50K,0.35053877451069776,0.6494612254893023,0
<=50K,<=50K,0.9989234070084004,0.0010765929915995819,1
>50K,>50K,0.03223550731741507,0.967764492682585,1
<=50K,<=50K,0.9993746760470607,0.0006253239529393515,1
>50K,>50K,0.012894178836065149,0.9871058211639349,1
<=50K,<=50K,0.9785989351971698,0.021401064802830196,1
<=50K,<=50K,0.9935110099601054,0.0064889900398945,1
<=50K,>50K,0.4902266684280149,0.5097733315719851,0
<=50K,<=50K,0.9915229468775053,0.00847705312249468,1
>50K,>50K,0.24643430827312793,0.7535656917268722,1
>50K,>50K,0.09599649592634991,0.90400350407365,1
<=50K,<=50K,0.9998070277329454,0.00019297226705461588,1
<=50K,<=50K,0.9302609751721602,0.0697390248278398,1
>50K,<=50K,0.9977258912764376,0.0022741087235622864,0
<=50K,<=50K,0.9996473550648061,0.00035264493519392257,1
<=50K,>50K,0.48114205206132915,0.5188579479386708,0
<=50K,<=50K,0.7383392338583938,0.2616607661416062,1
<=50K,<=50K,0.9996985349540596,0.0003014650459404205,1
>50K,<=50K,0.9535377197913691,0.04646228020863092,0
>50K,>50K,0.005960790815100996,0.9940392091848991,1
>50K,<=50K,0.6176052780507005,0.3823947219492996,0
<=50K,<=50K,0.566671980292001,0.4333280197079989,1
<=50K,<=50K,0.9969977616773825,0.0030022383226174444,1
<=50K,<=50K,0.5514317422843064,0.44856825771569364,1
<=50K,<=50K,0.9996191507076431,0.00038084929235701284,1
<=50K,<=50K,0.9976176270570137,0.002382372942986167,1
<=50K,<=50K,0.9999280391144783,7.196088552161514e-05,1
<=50K,>50K,0.26902914356443225,0.7309708564355678,0
>50K,>50K,0.08392317477806305,0.916076825221937,1
<=50K,<=50K,0.9974591258362476,0.002540874163752324,1
<=50K,<=50K,0.9994351703606417,0.0005648296393583713,1
<=50K,<=50K,0.9999531671727132,4.683282728675595e-05,1
<=50K,<=50K,0.9979348268960464,0.002065173103953758,1
<=50K,<=50K,0.9886319010170859,0.0113680989829142,1
>50K,<=50K,0.9459339963700808,0.054066003629919084,0
<=50K,<=50K,0.7844923948067126,0.21550760519328743,1
<=50K,<=50K,0.8743986165905162,0.12560138340948376,1
<=50K,<=50K,0.9469675904914091,0.05303240950859087,1
>50K,>50K,0.3201151684922274,0.6798848315077726,1
>50K,>50K,0.2702210418230439,0.729778958176956,1
<=50K,<=50K,0.9999095805978508,9.041940214918972e-05,1
>50K,>50K,0.2484397337765866,0.7515602662234134,1
<=50K,<=50K,0.9960947667816374,0.003905233218362485,1
<=50K,<=50K,0.9980118728545905,0.001988127145409484,1
<=50K,<=50K,0.9992036774569981,0.0007963225430018345,1
<=50K,<=50K,0.9915599170243464,0.00844008297565357,1
<=50K,<=50K,0.6344011074789342,0.3655988925210658,1
<=50K,>50K,0.11898684827917223,0.8810131517208277,0
<=50K,<=50K,0.9843323563509044,0.015667643649095467,1
>50K,>50K,0.19907665190294868,0.8009233480970513,1
<=50K,<=50K,0.9792412659379875,0.020758734062012396,1
<=50K,<=50K,0.9999486462682878,5.135373171214925e-05,1
>50K,>50K,0.21176313738320499,0.788236862616795,1
<=50K,<=50K,0.9487921212394171,0.0512078787605829,1
<=50K,<=50K,0.9947936453508445,0.0052063546491555234,1
>50K,>50K,0.02651427970609293,0.9734857202939071,1
>50K,>50K,0.23525017170390794,0.7647498282960921,1
<=50K,<=50K,0.5138518090835777,0.48614819091642225,1
<=50K,<=50K,0.7587664048759973,0.24123359512400275,1
>50K,<=50K,0.8669650094085554,0.1330349905914447,0
>50K,>50K,0.0562480491085869,0.9437519508914131,1
<=50K,<=50K,0.9648276952888385,0.035172304711161596,1
<=50K,<=50K,0.9908108906557134,0.009189109344286654,1
<=50K,>50K,0.09593009797639801,0.9040699020236019,0
<=50K,<=50K,0.9996633553308675,0.0003366446691324935,1
>50K,>50K,0.03696211471905675,0.9630378852809434,1
<=50K,<=50K,0.9982721090253922,0.0017278909746076638,1
<=50K,>50K,0.09136917026057889,0.9086308297394211,0
<=50K,>50K,0.3601655685901888,0.6398344314098113,0
>50K,>50K,0.25866238268337494,0.7413376173166251,1
<=50K,<=50K,0.5586613659158534,0.4413386340841467,1
<=50K,<=50K,0.9994787027686112,0.0005212972313887161,1
<=50K,<=50K,0.7052706762419251,0.29472932375807487,1
